Genes,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old
Pgr,0,2.262358049,8.465069053,0,6.088467506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.309281277,8.263460922,0,0,0,0,0,4.621926829,0,0,0,0,0,7.40213701,2.208011743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.227797635,0,0,0,0,0,0,0,0,0,0,0,0,0,4.145055269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.534233487,0,1.474418827,0,0,0,1.827954911,0,0,7.492882417,0,0,0,6.414522041,0,6.748970849,0,0,0,0,0,0,0,4.818447265,0,0,0,0,1.89533614,3.827756676,6.293893248,5.67383416,6.933470299,0,0,0,0,0,0,0,5.364727552,0,0,4.810087538,0,7.585376269,0,0,0,0,7.165715988,0,0,0,0,0,0,0
Ldhd,5.480466001,0,0,3.787193943,0,0,0,0,0,0,0,0,0,0,0,0,3.31007451,0,0,0,0,0,0,0,0,0,0.976407532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.400538273,0,0,0,0,0,0,0,0,5.17801038,0,6.872912243,0,0,0,0,5.910912762,0,0,0,0,0,0,0,0,6.163222204,0,0,0,0,0,0,0,0,7.255599111,0,0,7.64142876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.976643732,0,0,0,7.777887337,0,0,7.197720022,0,0,0,0,0,0,0,6.938050677,0,0,0,0,4.379943901,0,0,0,0,0,0.950490853,0,7.906661436,0,0,6.949527772,0,0.971537905,0,0,0,0,0,7.344175055,1.05026709,0,0,4.948389875,0,0,0,0,0,0,6.381867554,0
Trpc6,0,6.861832854,0,0,0.971545379,0,0,3.47409749,3.562562418,0,0,6.106459004,0,0,0,6.794684235,6.56146548,0,4.837732141,6.532184151,0,0,0,0,1.555139267,0,0,0,0,0,0,0,0,0,0,8.128559332,0,0,4.88240505,0,0,0,0,0,4.783781573,0,3.059548847,0,0,0,3.761991428,0,0,0,0,0,0,0,0,0,6.15250109,0,1.258515789,0,0,6.463560354,3.502643546,3.535949518,0,0,8.254938773,5.565292014,5.760334351,0,1.135535596,4.922973018,0,0,0,0,4.170938296,6.090909356,0,0,0,0,0,4.253995532,0,0,0,0,2.83390077,0,5.656755036,1.507846853,6.80117124,1.138108107,5.610384209,7.894925263,0,0,0,0,0,2.226282218,0,0,6.452589309,7.002477206,5.560392785,8.580721867,7.040565466,0,0,0,3.984808988,5.166864053,0,0,4.319394394,0,0,0,0,3.145457864,0,0,5.620834353,0,8.083564096,7.969423628,0,1.017733302,0.955284564,5.981872501,0,2.551837784,0,0,0,0,2.562079244,0,0,5.963156588,0,6.353040649,0,0,0,1.023327141,0,0,0,0,5.264047843,0,0,1.02229859,0,0,5.915749895,0,0,4.848672676
Pdgfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.030173616,0,0,0.981183635,0,0,0,0,0,0,0,0,0,0,0,0,1.034677561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.775756971,0,0,0,0,0,0,5.471749808,0,0,0,0,0,0,0,0,0,1.755976727,0,6.704164914,0,0,0,6.076864852,0,0,0,0,0,0,5.602066119,5.729554341,0,0,0,0,0,0,6.835773445,0,0,0,0,0,1.829592828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.334537677,0,0,0,0,0,0,0,0,0,5.884788908,0,0,0,0,0,0,0,3.232866574,6.5230506,7.535994651,0,8.259425287,0,0,0,0,0,2.973442644,0,0,0,7.079235244,0,0,0,0,0,0,3.700335699,0,3.785251122,0,0,0,0,0,0,0,0,0,0
Anxa2,0,0,0,0,0,0,0,0,0,0,0,0,5.464028528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.823781388,0,0,0,0,0,0,0,0,0,0,1.05243569,0.923670436,0,0,0,0,0,0,0,0,0,0,0,0,6.034262652,0,7.842801172,0,0,0,5.355364156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.623310313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.62883818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.950490853,0,0,8.182604782,0,0,0,0.971537905,0,0,0,0,0,0,0,0,6.180015722,0,0,0,0,0,0,0,0,0
Nrg4,0,0,0,0,0,0,0,0,0,6.715939208,0,0,0,0,0,0,0,4.603316456,0,0,0,0,0,0,0,0.994535316,0,0,0,0,0,0,7.289812065,3.315539152,0,0,0,0,0.865083178,7.630005931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.308647861,0,4.643647603,0,3.502643546,0,0,0,0,0,7.043307761,0,0,0,6.987564652,0,0,0,1.556236723,5.131342647,0,0,0,0,0,0,0,7.724686225,0,0,0,3.789679256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.682727657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.16482592,0,0,0,7.814153178,0,0,0,0,0,5.910508734,7.031180196,4.815435223,6.706557023,0,0,0,0,0,0,0,1.162522298,0,0
Neo1,0,0,0,0,0,0,0,0,0,0,0,0,6.578186657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02586927,0,4.47241642,0,2.027813615,0,0,0,0,0,0,0,6.521628793,4.388577897,7.587323727,0,7.815294834,6.513468319,0,0,6.036902647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.051066889,0,0,0,0,0,0,0,1.48180208,0,0,0,0,6.762137059,0,1.012943003,0,0,0,0,0,0,2.230298456,0,0,0,0,0,6.082421039,0,0,0,0,6.405985421,8.520596855,0,0,0,0,0,0,8.027613912,3.108985308,0,0,0,0,0,5.694211041,0,5.330647651,0,1.562615041,0,0,6.51306192,0,0,0,0,0,0,8.071375496,0,0,0,0,0,0,0,6.054796597,5.378229007,0,0,0,0,0,3.4872527,7.414395013,0,0,2.140107699,0,0,0,0,0,0,0,0.993767798,0,1.36877564,0,0,0
Plscr1,1.195347221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.961631811,0,3.47376611,0,0,0,1.555139267,0,1.547569323,0,0,0,0,0,0,2.080413165,4.835340283,6.395581414,7.901419427,3.437124459,7.480770819,1.358931475,0,2.443679997,7.223268115,0,1.072733474,0,0,0,0,0,3.179251582,3.147763181,0,0,0,0,5.726204839,0,3.175791716,0,0,0,5.144136522,0,0,0,5.551558674,3.3656537,7.007123525,0,0,0,7.124036595,0,0,0,5.437996537,0,0,0,0,0,0,6.65363104,7.436994767,0.959578595,0,0,0,0,0,0,0,0,7.022570331,0,2.364714425,0,0,0,0,0,0,1.031463387,0,0,0,0,7.563700261,3.821006141,5.978063038,0,0,0,4.98979742,0,0,0,0,5.844611495,1.079848598,1.213629876,7.228067178,5.097030727,2.322775083,0,7.311760992,7.87772388,0,3.704344436,0,8.131377129,0,6.434036753,2.218102067,0.946210145,0,6.965791941,7.598841784,0,0.950490853,5.219766343,5.92436634,0,8.319062404,6.581036641,5.612377633,0,0,0,0,4.347019517,0,0,3.886450054,5.700095094,0,0,5.197825022,0,0.993767798,7.178786303,0,0,5.083630821,2.221452891
Plscr2,3.203702515,1.131179025,0,7.625899553,0.971545379,0,0,0,0,0,0,0,0,1.649553684,0,0.936243781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.562904789,0,0,0,0,0,0,0,0,0,0,1.668071104,0,0,0,0,0,1.052275231,0,0,1.132472263,0,0,0,0,0.971786452,0,0,0,0,0,0,0,0,0,0,1.751321773,0,6.475454935,0,0,0,1.470324906,2.63184238,0,0,0,6.807396804,0,0,0,5.757787816,0,4.330094268,0,0,0,0,1.536055229,0.963561301,0,0,1.88926718,4.055526316,0,0,7.629264874,0,0,0,0,0,7.607948422,2.394983818,0,4.213883074,2.869411,2.070425058,0,0,0,1.594858875,2.579570397,0,0,0,0.955606872,0,0.924439184,5.265816527,5.998114986,6.585477023,0,0.985900323,4.586634994,1.048485955,0,2.773964866,8.724620284,0,0.899874193,0,0,8.492267825,6.950769327,0.946210145,0,1.275918892,6.158665978,0,0,1.576457353,0,0,0,0,0,0,0,0,1.445448462,1.023327141,6.467827196,0,0,0,0,0,0,5.200906091,3.562620291,1.008406479,0,0,0,0
Plscr4,0,4.524716099,0,0,0,5.478170634,4.395379057,0,0,0,0,5.846497848,7.516500714,2.081504998,0,0,0,6.12854762,0,7.985212456,0,5.352288648,0,0,0,0,0,0,0,0,1.072541213,0,0,0,6.841877629,0,0,0,8.085511805,4.076794426,0,0,0,5.445022075,0,1.38571468,0,8.376112869,0,0,5.556917498,0,0,7.933735384,0,4.720920113,0,6.779028768,0,0,0,5.034513277,6.604599635,0,6.906524547,0,0,0,0,0,5.209385525,0,0,0,0,0,0,0,6.781158786,2.804739064,5.846282767,0,0,0,0,0,0,7.615457163,0,0,0,0,0,0,6.992086695,0,7.063233848,6.390146795,8.545065791,7.059326984,0,0,0,6.852894411,0,0,0,0,0,4.751188895,0,7.472633737,0,1.961551334,6.525388979,3.370451145,4.689058375,0,0,0,0,7.016430874,0,0,5.249841842,0,0,0.924654955,5.517154482,0,0,1.477208707,0,5.522490345,6.877735853,4.08945221,0,0,0,0,6.915889694,1.989267698,0,0,4.386132991,0,0,0,0,0,3.029520165,0,0,8.563211422,0,0,0,0,0,0,5.692222899,0,0,8.458656867,0,0
Acpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.949080768,0,0,0,0,0,0.994535316,0,1.65598417,0,0,0,0,5.158213207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993008724,0.840810761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.581856679,0,0,7.162645448,0,0,0.876799185,0,0,0,1.869826043,0,6.300964483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924439184,0,0,0,0,0,0,0,0,0,0.926599359,0,0,0,0,0,0,0,0,0,0,0,0,0,1.982295096,0,0,0,6.794779633,0,0,0,0,0,0,0,0,0,0,0,2.392552141,0,0,0,0,0,0,0
Sbspon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.628989466,0,0,0,0,6.34192372,0,0,0,2.623310313,0,0,3.052115623,0,0,0,0,6.65488927,0,3.219423185,0,0,0,0,0,6.098359429,0,6.816341203,0,6.31110957,0,0,0,0,0,1.781133943,0,0,0,0,0,0,0,5.941776152,0,0,6.92568521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.303140617,8.609445272,5.874758493,0,0,0,8.651407473,0,0,1.576457353,4.210322939,0,0,0,4.29782258,0,0,0,0,0,0,7.163054245,0,0,0,0,0,0,0,0,0,0,7.24019141,0
Clec1a,0,0,8.268967095,0,0,0,0,0,1.029811487,7.86787315,0,0,0,0,0,8.493100222,0,0,0,0,0,0,0,1.689709073,0,0,0,0,0,0,0,2.278339824,0,0,0,0,1.152149508,1.034677561,0,5.309196601,0.826064513,6.450676203,0,0,0,0,0,7.883491445,1.242677288,2.217171431,0,0,7.133283601,0.823755532,0,0,1.549308533,6.441783661,2.003701485,0,0,7.384851983,0,3.880613123,0,1.359350847,5.551558674,0,7.345268309,9.048602235,7.901312726,0,4.719495459,0.937481171,2.636632002,6.411929818,6.127930583,1.480970897,6.781158786,7.179645943,0,4.856113145,7.120171193,4.848815925,7.46965416,3.922241849,0,0.940408371,6.622047167,0,0,0,0,3.789679256,0,0,4.079472052,0,2.569687136,8.835700323,7.709374068,0,6.400850979,7.956961813,0,2.809255383,0,0.891683538,7.011339242,0,8.835421379,0,5.198586704,0,0,10.14164969,5.365455313,2.261113458,0,0,0,0,0,7.914715112,0,2.096971909,0,0,0,0,0,0,1.825195756,0,0,0,0,5.925183844,0,0,2.668365175,0,0,5.999923985,4.618989137,8.483197378,0,0.971537905,6.093003718,4.739665195,0,0,0,7.797752072,0,5.823163026,3.788073451,0,0,7.799480519,0,7.012656617,0,6.308153774,2.352924489,0
Mamdc2,5.907409991,0,0,3.669009443,0,8.745841587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.319216221,0,0,5.771953089,0,0,0,0,0,1.072541213,0,0,0,0,0,0,0,3.857779277,0,0,0,5.072662346,0,0,6.588917412,0,0,4.598452392,0,0,0,0,0,3.601112047,0,6.615933008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.855097338,2.940649813,0,5.959208495,0,0,0,0,0.934913021,0,0,0,7.066865034,0,0,0,0,0,0,4.490400149,0,0,0,0,0,0,0,0,0,0,0,1.918598006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.248767799,0,0,8.505705058,0,0,0,0,8.319440823,0,0,0,0,0,0,0,0,0,0,1.162522298,0,0
Lpar6,0,0,0,0,5.872403176,2.760156207,0,0,0,0,0,0,0,0,1.007590961,0,4.889381413,0,2.674620034,0,1.657407645,6.772615029,0,0,0,0,0,0,0,0,0,0,0,0.895985181,1.455582465,0,2.304299015,0,7.089146304,1.358931475,0,3.336142207,7.47504052,0,0,7.610141455,0,1.052275231,0,0,0,7.332082778,0,6.988590183,0,0,6.330060841,5.976307249,7.232529341,4.652487437,2.02845092,0,5.844366336,0,6.112260579,1.359350847,3.502643546,0,0,0,6.375797369,0,1.470324906,0,1.135535596,8.16949979,4.12556007,6.004628549,0,7.38662326,0,0,6.399324029,0,5.828101884,3.440053278,0,0,0,0,0,0,0,2.230298456,0,3.96703915,0,0,0,0,0,0,0,0,1.1237704,0,0,0,2.913634398,6.20048225,0,0,0,0,5.962388558,0.974278875,0,0,5.810472099,0,0,0,0,0,2.000729556,6.965989899,2.900557168,0,0,4.528335236,0,0,0,3.226138238,6.216795762,5.677260871,0,0,4.784778275,0,7.097890771,1.576457353,0,0.849115235,0,2.523446747,0,0,0,8.397553805,3.029520165,0,3.554641946,2.86397114,0,0,0,0,0,0,1.575084695,3.731547388,0,0,5.980115436,0
Ndn,0,0,0,0,0,0,0,0,0,0,0,0,1.606040528,0,0,0,7.519964992,0,9.103222045,0,0,0,0,2.678125517,0,0,0,0,7.303377923,0,3.399875207,0,6.083440845,0,0,0,0,0,8.645947035,0,9.080876256,1.05243569,2.144696337,0,0,0,9.372471295,0,1.242677288,1.398879424,0,0,0,0,0,0,6.641574468,0,8.394886437,0,0,0,0,5.615860447,7.440336078,7.184715984,1.751321773,0,2.725490218,8.593664549,0,0,0,0.937481171,0,3.656186844,0,0,0,0,0,0,8.09238173,0,0,0,0,6.364857198,0,0,9.341560026,0,0.94463359,2.230298456,0,0,0,0,0,4.309330338,0,0,0,0,0,0,0,0,0,0.978017185,0,0,0,0,0,0,0,6.40462295,0,0,0,7.488005317,0,7.989034064,0,0,1.03319931,0,0,7.499758528,3.515710023,0,0,0,0,0,0,4.238510814,0,0,0,0,0,0,0,0,0,4.670527527,0,0,0,0,0,0,1.05026709,0,5.523605478,0,0,2.044597181,0,8.160788736,0,0,0,5.186464983
Exoc6b,0,0,0,0,0,0,0,0,0,0,0,0,7.353902062,2.416552468,0,0,0,0,7.48208677,0,0,2.169658165,0,0,6.834713544,0,0.976407532,1.044809685,6.192993274,0,0,0,0,0,0,0,0,0,0,5.173934441,0,0,1.847340873,0.980274548,0,0,0,0,0,6.575348408,0,6.44646676,0,0,5.304027302,0,0,0,0,0,0,5.916137143,5.247916453,4.871226956,3.908427635,0,0,6.901603218,0,7.804213137,9.633562159,1.170436106,6.080506785,0,4.070852528,7.610161081,0,6.110115468,2.623310313,0,0,0,5.367628277,0,0,2.480474684,0,5.945194104,7.817193452,0,0,0,0,8.634035293,0,0,0,0,0,1.855927557,7.107041928,0,0,8.105219696,0,0,0,4.896994997,6.73121157,8.332350661,0,0,8.555762985,7.00229824,3.88250998,10.05203715,0,0,8.458384761,4.346007173,2.507330799,0,0,0,3.908315743,1.661810921,9.579269203,6.657212711,0,5.290979395,0,6.565480461,0,0,7.674204986,0,0,6.835801817,2.392389138,8.783375581,8.071428695,4.147548555,6.075023834,4.716486019,0,0,4.43455918,4.33250685,2.605751018,0,0,0,0,0,0,6.589572229,0,0,0,1.02229859,0.993767798,6.728516947,3.178198615,7.689747691,0,1.401580725
B3galt1,6.150201763,0,0,3.896615699,0,0,0,0,0,0,0,0,0,0,1.007590961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95544375,0,0,0,0.895985181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.332653527,0,0,0,0,7.953279676,0,0,0,0,0,0,0,0,8.756608865,0,0,0,0,0,0,0,0,0,2.939108296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.537246029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.170933618,0,0,0,0,0,0,5.413143106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86995498,0,0,0,0,0,0
Ppp1r16b,0,0,0,0,1.539862994,1.458248028,0,0,0,0.953373575,0,0,0,0,0,6.684360553,0,0,0,0,8.965529714,0.934420911,0,0,0,0,1.547569323,0,0,0,1.699937603,0,0,0,3.379757819,0,7.154218638,0,0,4.307710859,0.826064513,0,5.521036755,2.940823643,3.40048466,0,7.176511338,0,6.036902647,0,0,0,1.332653527,0,0,0,0,0.953647808,0,0,0,0,0,0,7.040037766,0,0,0,0,1.391578632,0.918370046,0,0,0,0,0.876799185,0,6.324114298,0,0,6.709051071,0,1.782564082,0,2.779376248,0.959578595,1.012943003,0,0,0,0,0,0,4.006706205,0,0,0,0,7.780257661,0,1.532835983,0,4.611690785,5.596993425,0,6.070699882,0,0,0,0,0.930254707,0,6.429503835,1.554492654,0,0,0,8.016709871,0,4.59489385,0,0,5.062059843,0,0,0,0,0.924654955,6.366075543,5.529390439,0,0,0,0,0,0.946210145,0,0,0,0,0,8.438290342,0.991147548,5.780228776,0,0,0.994422509,0.971537905,0,0,0,1.023327141,5.488609038,0,0,0,0,0,0,1.02229859,0,2.606692934,0,0,0,0
Tgm2,7.134115346,7.595013696,0,5.206734855,6.549641099,7.396224048,0,7.082183354,5.002804631,3.813494301,2.169180727,0,6.009608757,6.821704728,9.334768623,7.991098491,5.190864553,0,0,0,10.02699366,0,0,0,0,0,0.976407532,5.669413967,7.115033168,7.087340822,8.135184882,0,1.013906807,0.895985181,5.218208552,1.127486221,0,9.472284873,6.494866848,7.373921968,7.570804379,8.544663352,7.657245326,0,0,6.928573399,2.817178183,2.720092012,1.242677288,0,4.424445235,0.993008724,2.360454229,6.393620768,4.179300914,0.971786452,5.01389903,0,0,0,7.365162798,6.751808294,4.180698957,7.843453718,7.809279837,9.405162603,6.480660648,6.527101409,8.234639169,0,6.479360058,5.852180532,9.047783463,0,2.271071191,0,5.878216592,4.903603659,0,8.064287517,3.39673306,6.710555646,7.53241269,7.010795987,6.810164173,6.639193062,0,6.983721544,6.584760218,7.264441674,5.826727159,0,8.408057768,6.643917972,6.588504488,0.951345443,7.455359438,6.549684124,6.397029816,0,0,0,0,7.727572173,0,8.776011999,7.037485199,7.197190113,5.096847373,5.094934914,0,0,8.268119281,8.175148035,6.658693383,0,8.375771527,0,0,7.699317212,8.098698069,6.502085177,8.216203904,7.989034064,6.909410077,0,6.70737814,6.493267197,0,8.20832467,7.484624966,7.576613106,0,7.135559464,7.34946933,7.558974498,1.195823963,4.238510814,4.784778275,4.770195409,1.900981706,8.943271983,7.934755143,0,7.71227379,8.610280382,0,8.067437748,3.34864336,9.937847914,7.003504939,0,7.256420067,6.42557542,5.896944968,5.900181829,2.542508464,6.606957247,7.053703306,4.49025991,7.765084131,5.172402228,4.338916123,5.464365985,8.462382651,0
Plcl1,0,0,0,0,0,0,2.727803698,5.784923505,0,0,0,1.948832616,0,0,0,0,0,0,0,0,0,0,0,0,0,6.175520667,0,0,0,0,0,5.354599501,4.227915346,0,6.921130869,0,0,1.639925135,0,0,0,0,0,2.533972947,5.991176227,0,0,5.938890074,1.242677288,0,0,0,0,0,0,0,0,0,0,8.495790079,0,0,0,0,0,0,4.066443228,0,0,0,6.593813445,5.294540243,0,0,0,6.045370598,0,6.286492197,0,4.229136976,7.125855323,0,0,0,4.90122988,8.089681812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.637258607,4.90449237,0,5.487726718,0,0,0,4.226919947,0,0,7.174826941,0,6.71657186,0,0,0,0,0,7.158701454,1.923557844,3.13800245,0,2.585905438,0,0,0,0,0,0,3.728059702,0,0,8.589462022,0,6.229589171,6.596404979,0,6.067591512,7.195078516,6.664484148,6.352652111,5.990747805,0.86214546,0,6.231833596,0,6.259390387,0,1.823952884,0,1.07005385,3.462718546,6.325094717,0,0,0,7.116971417,2.373703818,1.987535597,0,0,0,0,0
Egr1,0.754180128,0,0.903988395,1.62212084,9.869550301,0,0,8.904086818,7.698596158,0,9.382847299,8.810340129,0,9.047768278,0,6.838119304,0,0,0,0,9.012312918,0,0,0,3.259421483,0,7.505157007,7.265811654,8.158642111,0,8.236558903,7.999670125,10.02007906,1.420102914,11.05144733,0,1.826113765,8.362418258,7.22997765,10.71197175,0,9.89606545,1.847340873,7.36744926,9.070312545,7.272130194,0,0,9.064859527,2.217171431,0,6.834524593,5.315545173,0,11.29598789,6.791509093,8.424513634,2.214301639,4.095027682,10.55888046,3.839430117,0,0,9.678849048,1.026546701,1.359350847,8.132886456,7.857536852,1.9963855,0,8.514633932,1.855097338,0,1.874962342,1.135535596,0.876799185,11.52937245,1.868777207,4.157848474,7.328973699,7.24988242,9.122787686,0,5.180053729,9.163282403,3.440053278,7.814091021,9.115836283,7.680276147,7.271895446,8.196689978,0,0.94463359,0,8.190030681,4.879720027,4.61459365,3.195073397,7.662033605,2.39875157,8.383781214,2.948927362,5.619555329,9.463599924,4.593369752,6.263841139,0,1.41328497,8.183684945,8.532724475,1.474418827,8.765195988,9.513443679,0,5.307791475,1.544195482,9.177291334,0,9.203392877,10.40580264,9.349557534,10.12688681,4.742750526,7.847768473,2.585905438,6.360209316,8.105954907,0,10.74113028,4.464137228,0.899874193,10.88544978,4.891787197,0,8.088972872,8.390309104,10.2972698,10.2145276,9.962296189,0,8.491391253,9.17450429,10.15838367,5.525867577,1.72429092,10.7788948,3.44013667,1.539851147,3.73019901,3.392475778,3.154920139,3.540130268,3.554641946,1.233445233,10.33544519,6.077736461,2.189997588,3.696102715,2.060832242,10.08097524,0.993767798,5.569995665,8.273419431,1.162522298,9.00661384,8.028142903
Pbx3,0,0,0,0,0,0,0,0,4.721647049,0,0,0,0,4.771811181,0,7.908529139,0,0,0,0,0,0,0,0,0,0,5.48224498,6.245119952,0,0,0,0,0,0,0,0,6.327435841,0,0,0,0,0,0,0,0,0,6.985167602,5.353411135,0,0,0,0,0,0,0,8.375230265,0,0,0,0,3.592881012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.895891779,4.422167177,0,0,0,0,0,0,0,0,0,0,0,0,0,3.661364107,0,0,0,0,0,0,0,0,0,0,2.270885578,0,0,0,0,0,0,0,4.292145964,0,0,5.85954439,0,0,1.971800645,0,0,0,1.46554343,0,0,0,2.16407164,7.747673433,0,5.471793991,0,0,0,0,0,0,0,0,8.294314131,0,0,7.005104075,0,0,0,0,1.023327141,0,0,0,0,0,8.73122178,0,4.624431011,0,0,4.106326921,0,8.65071904,0
Tnfsf10,2.505332155,0,0,0,0,0,0,0,1.632212589,0.953373575,0,0,0,0,0,7.748470006,3.31007451,0,0,0.949080768,0,0,0,0,0,0,0,0,2.255365317,0,0,3.417509737,0,0,0,7.107425935,0,4.395235279,0,0,7.95145649,0,0,0,0,2.196305804,0,3.495582652,6.374043507,0,1.132472263,0,0,7.217376301,0,0,2.269695976,7.008098498,4.763687574,5.724648149,0,0,0,0,0,0,0,0,0,0,5.446611524,1.170436106,0.927671731,0,0,0,2.329188217,0,7.869930939,0,0,0,0,6.103819829,0,0.959578595,0,0,0,0,0,0,0,0,0,0,3.739196349,0,0,7.418470424,0,0,4.660256326,0,1.1237704,0,0,0,0,0,0,0,0,0,0,0,0,4.20508031,0.924439184,0,0,0,0,0,3.908315743,0,0,2.59583464,0,2.587690163,0,0,0,0,0,5.698425523,1.195823963,0,6.41783792,0,0,0,0,0,2.58643638,0,0,0,0,0,0,0,0,3.188409674,3.998739574,1.094182958,5.146975823,0,0,0,0,4.358260294,3.538233702,0,0,5.336315272
Arhgap29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92368506,0,0,0,2.817178183,0,0,0,0,7.037912433,0,0,0,0,6.330060841,0,0,0,0,0,0,0,0,0,1.751321773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.959578595,0,0,0,0,0,6.984239639,0,0,0,0,0,0,0,9.763664102,0,0,0,0,0,0,0,0,6.395391083,2.934051554,6.563209696,0,4.239066547,0,0,0,2.866820617,0,0,0,0,0,0,0,1.58554066,0,0,5.245036202,5.428001433,0,0,0,7.321168123,0,7.329349494,0,0,1.275918892,0,0,0,0,0,0,8.169460556,0,6.074454217,7.148140657,1.008042096,0.916776393,0,0,0,0,0,0,0,5.875748452,2.392552141,0,0,0,0,7.943387004,0,0
Ptger4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.896041286,0,0,0,0,0,0,0,0,0,4.521448076,6.775657151,0,6.576503121,0,0,2.595249534,6.310682343,0,0,0,0,5.958593397,0,0,0,0,0,0,0,0,0,0,0,0.977504851,0,0,0,3.308260959,0,0,0,0,0,5.817765001,0,0,0,0,3.888104585,0,0,0,0,3.798742365,0,0,0,3.261721643,0,0,0,6.358661788,0,0,5.360741232,0,0,0,0,0,0,0,0,5.607046123,0,0,6.06810252,0,2.759561915,0,0,0,5.741363494,0,0,0,0,3.218152547,0,0,0,7.075526299,0,0,0,0,4.90196191,1.079848598,0,0,0,5.428244136,0,3.574282361,0,0,8.041899899,0,7.809705705,5.279906681,6.901615612,4.260026187,0,8.929941666,0,3.26611929,5.938645478,0,0.994633849,7.211712864,0,2.732936448,1.547244289,0,5.335543449,1.597708922,0,5.875812686,0,0,5.9920535,0,5.420797174,0,7.442478116,7.428736973,0,0,0,0,0,8.566690882,0
