Genes,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,
Jun,0,0,0,0,0,0,0,4.804544268,0,6.001671124,2.946664946,6.661007952,0,0,3.133503371,5.786774395,4.785666442,3.322091386,0,5.004827345,0,0,0,7.061335196,4.598964577,0,6.556295768,0,4.570009764,0,5.984954479,0,0,0,5.460336687,5.577906386,4.844895046,0,6.620104288,3.432783533,0,0,0,0,0,6.532920567,0,0,6.998125084,0,3.123582586,5.521726531,0,0,0,0,0,0,0,6.891600203,0,0,0,0,8.300854729,6.949747874,0,0,4.815123354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.277438591,3.598491056,0,0,0,7.789348749,0,0,2.130571361,0,7.517334752,0,2.478776695,0,0,0,7.113299772,0,7.216556938,3.116339925,0,0,0,0,0,2.767704562,0,5.808166485,1.641417581,8.688099008,0,0,6.844486091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.456886168,0,0,0,0,0,0,0,5.3127115,0,0,0,0,0,0,0,6.306516152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.944157314,0,0,4.063694422,0,0,0,0,0,0,0,2.66329859,0,0,0,0,0
Kcnip3,0,4.441729919,6.277147911,6.01642497,0,0,6.619539667,4.958134777,0,0,0,0,6.167841556,0,5.520608556,0,0,0,0,0,4.312409559,6.110849083,0,0,5.997404271,0,0,5.767621215,0,0,0,1.683330169,0,0,0,0,6.80274335,0,0,0,0,0,0,0,0,2.130790472,0,0,0,3.689521957,0,0,0,0,0,0,5.478364022,0,2.731260563,0,5.315028006,5.845999557,2.259247149,0,2.207454308,0,0,0,5.86767307,2.704242102,0,0,0,0,0,0,0,1.792675418,0,0,0,0,0,0,0,0,3.007708135,0,0,0,2.02284803,7.20274428,0,4.429573683,5.089280919,0,0,0,6.637216373,0,2.287877135,0,0,0,0,0,0,0,0,7.270876269,0,5.403886315,1.641417581,3.850621455,0,0,5.84710078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.501955578,0,0,5.990387261,0,0,0,0,0,6.081992377,0,0,0,0.958945862,5.730551958,0.937207814,6.069712942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008089731,0,0,0,0,0,0,0,0,0,0,0,2.047263195,6.667855206,0,1.652635172,0,1.722222867,0,0,0,0,2.293548342,0,0,0,0.931473678,0,0,7.869919765,0,0,0,5.699942087,0,7.02139074,0,0,0,0,0,0,0,0,0,0
Kdr,0,0,0,0,0,0,0,0,0,0,3.928886595,0,0,0,6.56510968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.477619722,0,0,0,0,6.366354008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.781557764,0,0,0,0,0,0,6.876272924,0,6.962916539,0,0,0,0,7.051647398,0,0,0,0,0,2.276660562,0,0,5.97529898,0,0,0,0,0,0,5.601070609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.272965218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.300596469,0,0,0,0,0,3.945381889,0,0,0,0,0,0,9.255721399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.202245564,0,0,0,0,0,0,0,0,0,0,0,8.858947919,0,0,0,0,0,0,0
Klhl4,0,0,5.429014435,0,0,6.594094487,0,0,0,6.389130752,0,0,6.774474458,1.003358831,6.219164736,6.291288975,8.222809876,0,0,1.20021999,6.070980262,0,6.719307599,5.503641273,0,0,6.556295768,7.72902729,0,0,7.512748802,0,6.96852716,0,0,0,0,0,0,0,0,0,0,0,0,6.561190707,5.655336306,2.964337967,0,4.539886927,6.664284981,0,0,0,0,0,0,5.820449747,0,0,0,0,6.022728919,0,6.622362923,5.011363385,6.017527565,0,6.099469715,0,7.386836704,0,8.406060802,0,0,2.532669562,0.898122376,0,6.0148418,6.833773224,0,5.331760117,0,0,7.024192413,0,0,4.334570278,0,0,0,5.592740307,0,0,0,0,0,0,0,0,6.298574405,0,6.080315317,6.443788709,0,0,3.002084928,0,0,0,7.547860464,6.796232425,7.339912526,5.590481365,0,0,5.167249394,0,0,0,0,0,0,0,0,0,0,0,0,0,2.048018354,0,0,0,0,0,6.327029659,6.11181508,5.809230441,0,5.972101937,0,0,0,5.185795759,0,0,6.051067533,6.009509022,0,0,0,0,0,0,6.987268783,0,6.769118241,0,4.186774061,0,0,5.496120756,6.501268976,0,0,0,0,0,0,0,0,0,0,7.405332693,0,6.153099848,0,0,6.374520125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.37595762,0,0,0,0,0,0,0,0,5.840812681,0,0,6.494221253,0,0,0,0,0
Klrb1c,0,7.107348756,0,0,7.835676295,6.153570864,0,0,0,0,0,5.639286641,0,0,4.178004494,7.337782838,0,0,0,0,0,0,0,0,0,0,0,0,3.535842213,6.672697296,4.183303658,0,2.984741024,0,0,0,0,5.224069334,0,0,0,0,4.562968754,0,0,7.097999976,0,0,6.270798196,0,0,0,0,0,0,0,2.329980156,0,0,0,7.266690623,0,0,0,0,0,5.926023285,7.982416053,0,0,0,0,2.162655614,0,0,2.706465301,0,4.309013496,0,0,0,0.914085488,0,0,0,0,0,0,7.862322714,0,0,7.723449878,0,0,0,0,0,0,5.188638169,0,7.232211467,1.97496751,0,0,0,0,0,0,0,0,0,0,2.07123838,0,4.299695909,0,0,0,0,0,4.538981096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.052792459,0.959738197,0,0,0,0,6.109969256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.332667858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamp2,7.121656496,6.753095422,0,6.767056479,6.066317102,5.074080304,6.047351643,6.878446243,6.707049529,5.975397146,7.109717837,7.387587746,7.071234455,7.865534348,3.613380213,7.890025742,6.83839691,7.090030345,8.598451685,7.956686338,6.159489354,6.38296578,0,8.416051318,6.521868471,7.101258307,6.03692058,8.552365063,8.994232935,6.064472331,0,0,6.96852716,7.685761795,4.985707016,7.086390504,0,3.371643368,0,3.823926397,6.78799578,5.966556018,7.014652346,7.473581864,6.281624386,4.668670564,7.304045019,4.40642082,5.875561868,7.921331092,6.859073915,0,7.309376741,1.490879655,0,3.575832999,5.663428147,5.20805617,0,5.755999878,0,0,7.043002453,3.739690205,7.693774691,4.735445385,0,8.182848258,5.839521845,8.280455767,5.916339386,5.790363438,5.408999854,6.875033785,6.4293378,0,7.432972517,6.264221619,0,6.712107991,6.814816022,4.797054384,0,7.570698736,6.208325609,5.486332252,8.482107658,7.853196364,2.276660562,7.429577827,2.02284803,5.023647671,7.224085397,6.960413064,0,7.195201935,8.064908999,0,0,6.764688075,8.534753552,4.40361628,7.579977313,1.966191581,4.241622112,0,0,7.519531861,1.053456277,8.679783736,6.503075634,0,2.677036771,3.45108338,7.661508783,6.948852106,7.636981613,6.215026482,7.42572259,8.28148097,7.526526766,6.134194222,0,7.88179067,6.68015602,7.274872484,6.689886766,7.75485309,6.789904654,5.886036927,7.382546407,0,6.5929943,7.343004112,1.540057852,0,0,6.94679057,6.426580436,6.151337303,0,0,7.12575769,3.56947287,5.376631639,2.56016467,7.498291697,8.517491475,6.425358942,0,5.873281317,6.390702355,5.138320741,7.837978077,0,0,0,6.680387939,5.622911744,8.153402466,0,6.592719309,4.618299415,1.579546206,0,3.680057495,4.634850504,8.162222504,0,7.420537428,8.559851227,6.65330436,7.196934926,0,0,0,0,6.99079391,4.427113099,3.295579096,0,6.616075253,0,8.240079329,6.227269874,7.336117296,1.652635172,7.717558991,6.519609893,0,0,2.359276996,0,0,5.704928407,5.653695913,0,5.502113111,0,4.037884017,7.680178102,8.635736509,0.95345608,4.558301142,7.625929829,8.119775546,7.386413874,7.588559332,6.697302944,6.899502043,5.970034784,5.734232679,0,8.750601776,0,5.654427086,5.497283211
Ldhd,0,6.26608671,0,0,0,0,0,3.031329931,0,5.399782088,6.312016362,3.294368506,0,0,0,0,4.673916411,0,5.792554912,5.889348183,0,5.897269682,0,6.001838916,0,0,0,0,6.542085481,0,0,0,0,0,0,0,0,6.762002193,0,0,0,0,0,4.115558808,0,0,0,0,6.037379857,0,0,0,0,0,0.937664959,0,0,0,0,1.004902202,0,0,5.178261506,4.696893924,0,0.985041767,0,0,0,0,0,0,0,0,0,0,6.757079342,4.703915323,0,0,0,0,0,0,0,0,5.460388479,0,0,0,0,0,0,0,0,0,3.202653046,0,0,0,0,0,0,5.430190508,0,3.151383463,0,6.697784561,0,6.797437128,0,0,0,6.577718222,0,8.578819856,0,0,0,0,0,0,5.787361419,0,0,0,0,0,0,0,5.687949958,5.602947844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.826109476,0,0,0,0,0,0,0,5.754626824,0,0,0,0,0,0,0,0,0,4.223143624,0.955370423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.725894713,0,0,0,0,0,4.558301142,0,0,0,0,6.785847211,0,0,0,0,0,7.462859482,0,0
Lpar6,4.632216643,6.827169187,2.245134921,4.074173965,5.198383649,5.189494257,5.303899681,7.038530132,5.373137462,0,5.45583742,6.113581232,5.321649097,6.210615133,6.525967308,7.083443571,6.889801704,4.996920123,7.06713139,0,0,5.348436871,0,5.503641273,6.053357708,0,4.670799346,6.927413428,0,6.723965575,5.404952462,4.725705236,7.999535327,6.806614913,5.118290987,4.788375366,3.565747912,7.189017186,5.04708531,0,5.846930071,0,8.276110384,5.383107967,5.002504906,2.130790472,0,6.05642212,7.244389502,5.987118199,6.313351698,5.708848224,0,5.765450818,0,5.570739779,3.597394556,4.786889785,3.833808892,6.774515019,3.580314456,6.981121214,6.252786361,7.689622368,7.932912301,7.247496025,5.28815582,5.994111009,4.924647127,6.569677011,6.549618991,7.592456461,4.025465767,0,7.944783497,6.198134573,5.192368524,6.06657883,7.045976343,7.619306893,0,0,7.497655026,5.580654949,0,7.572316706,8.356649775,4.123693189,8.789161011,7.471511942,7.056988474,5.456943052,4.884294898,6.372924557,1.643875945,0,6.498677137,6.684437953,0,0,2.956005149,5.759884134,6.848914434,0,4.818999919,4.994824614,3.002084928,7.08791361,2.106912553,6.797437128,6.90144982,4.82991264,8.375531715,6.450214234,7.41764235,0,6.573347922,0,6.824191022,6.668703484,0,5.756699195,5.07130664,0,5.546120917,4.693662779,0,0,0,6.258650694,4.425694031,5.380547147,6.373882706,5.552571677,5.455635689,0,5.542100383,6.457704618,1.565182917,0,0,0,4.326066482,0,0,0,2.530982972,5.192602375,6.225335664,5.606099429,0,0,0,0,4.884582224,4.475122115,0,0,0,0,6.264665688,0,0,0,0,5.461603671,0,0,5.391973277,0,6.908743722,0,6.299077145,0,0,0,6.575335167,3.99717644,0,4.235139499,0,6.759963198,7.366262778,0,0,0,5.914619194,0,0,7.063101984,0,0,8.391783173,0,0,0,0,6.01679053,0,6.497155324,0,0,6.630520754,0,3.689107494,0,0,0,5.636432253,9.760351306,6.145974959,4.699977172,0,0,8.847048062,3.522381464,0
Lpl,0,0,0,0,0,0,4.278646856,0,0,0,0,0,5.094909823,0,0,0,0,0,0,0,5.343212596,3.708747344,0,0,0,0,0,1.819481916,0,0.948712639,0,0,0,0,0,0,0,0,0,4.91356196,0,0,0,4.877837697,0,0,0,0,0,0,0,0,0,0,0,0,1.003467834,0,1.365630281,0,0,0.957023189,0.973004786,0,0,4.3927264,0.957381462,0,0,0,0,0,0,0,7.075641251,0,0,0,0,0,6.875004084,0,5.963518585,0,0,6.903704128,0,2.356459879,0,0,0,4.675391123,0,5.893468158,0,0,0,7.366651632,6.536855696,6.363154444,0,0,7.038836594,0,6.338908368,0,0,0,0,0.985876257,5.454833276,0,4.867865573,0,1.551540138,0,0.930266764,7.380840435,0,0,3.776697306,0,0,0,0,0,0,0,0,0,0,0,0,4.461149125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.988140995,0,0,0,1.580945279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.523083138,5.596963289,0,0,0,1.042696702,0,0,0,0,0,2.009250729,0,0,0,0,0,0,6.789201621,0,0,0,0,0,0,0,0,0.966318967,7.214523112,0.90456267,0,0,0,0,0,0
Lsp1,7.00476667,7.030109732,0,0,6.146714969,5.537012597,6.504062869,5.643287998,6.021255575,0,0,3.117772665,8.164088878,6.086464158,7.446544122,0,0,6.634866302,6.003706495,6.666728578,6.473193426,5.613627756,6.285708407,0,6.56162261,7.061674553,0,4.224706178,4.570009764,5.890986888,8.566646971,0,0,0,3.661309466,0,5.660630379,0,0,0,6.49643462,5.814720612,0,0,0,5.94266081,0,0,0,0,0,5.854025061,2.643803301,5.335712063,0,7.837969782,0,3.532500517,0,0,0,5.160572818,6.708690681,0,4.989198512,0,7.732593524,3.178851014,0,6.036610432,0,0,5.609263952,6.238980488,6.545366284,4.289646012,0,0,0,6.07983715,0,0,0,6.115839718,1.427153497,0,5.671400252,0,2.276660562,5.441048617,0,0,5.949580578,0,0,0,4.270204061,0,6.251177218,6.814740136,7.122808423,6.224881084,0,0,3.840002354,0,3.002084928,7.121756374,0,0,0,7.001948101,6.430629064,6.450214234,6.370563713,7.268600421,0,5.334508499,6.702584152,0,4.271031063,0,0,2.230877776,4.711903928,6.994968341,6.80124287,0,4.232049342,6.522944864,4.18559946,5.483876232,5.482324942,6.221588464,6.834154321,0,7.028026049,6.133349845,7.090307214,5.714469634,6.142124798,7.178694205,4.648302833,7.242076976,5.134106161,3.961627558,5.980965441,7.346977975,0,4.63195364,7.129649416,5.711218914,0,1.566424508,0,0,6.932825912,4.230353124,0,0,0,5.247285627,0,7.073775965,6.568272354,5.180759413,0,7.118882882,0,0,0,0,5.97592274,2.555569702,0,4.211953405,2.191778389,6.161541038,0,0,4.613493641,6.190972939,5.470427835,7.593148219,0,6.671680277,0,7.5944433,4.84562575,6.772465785,7.206660994,6.765310787,8.242520275,0,0,0,0,0,0.948025398,8.00663089,5.767408041,6.971310126,4.809608243,0,0,6.222715721,0,6.210694218,7.575171306,0,0,5.509356887,6.189603169,0,6.743457263,4.24648219,5.876863835
Lsr,0,0,1.933853961,0,1.049288991,1.07949056,0,3.847116311,0,0,0,0,6.332317969,0,0,0,5.243174763,3.322091386,4.403428031,0,0,0,0,0,1.047047409,0,0,0,3.535842213,6.356791847,0,0,4.867902943,5.470595897,0,0,0,0,0,0,0,0,1.825187502,0,0,0,0,0,0,0,0,0,0,0,1.486163799,0,0,0,0,0,2.318917624,0,6.478471637,0,0,0,0,0,0,3.564524315,0,0,0,0,0,0,4.062712213,0,0,0.911188487,0,0,6.411534836,0,5.402601625,0,5.692957658,0,0,0,0,0,0,5.680134266,0,0,0,0,0,0,1.561719104,0,3.816283889,0,1.037715149,3.151383463,0,0,0,1.562576897,2.267827337,0,0,0,0,2.72079473,0,0,0,0,0,1.014856758,0,0,0,0,4.297128365,0,0,0,4.096036708,4.029347745,0,0,0,0,0,0,5.255512945,0,0,0,0,0,0,0,0,0,0,0,0,0,1.972690945,0,0,0,0,0,0,0,0.988140995,0,0,0,0,0,0,0,0,0,0,0,0,0,2.229227268,0,0,2.046218773,0,0,0,0,0,0,0,0,0,0,1.722222867,0,0,0,0,0,0,0,6.790114065,0,0,0,0,0,0,0,0,4.274715322,0,0,0,0,0,0,0,0,0,0,0
Lst1,4.159473335,2.753456063,0,0,4.288929761,0,4.478261489,0,4.676435067,0,0.982221649,0,5.286263916,5.016794154,0,0,0,3.528176651,5.140380285,2.400439981,0,4.138115636,4.239411088,0,0,3.760454869,0,4.703292523,0,4.030062521,0,0,3.766323838,3.833581191,0,5.200334298,3.9243637,0,0,0,3.01383609,0,3.730193045,4.695161693,0,0,4.483183049,0,0,0,0,4.195064284,3.766966949,0,2.423828758,0,4.101637484,0,0,0,5.122632699,0,0,0,6.577755138,0,6.332800581,0,5.375969025,0,0,5.612455351,4.270457348,4.390839328,5.118490434,0,0,3.807577614,0,0,1.454463071,0,0,4.248676677,0,0,0,3.646412477,0,4.181285965,0,3.429173019,0,2.214786842,1.037170245,0,4.53487933,0,0,0,0,4.845474751,2.327373455,0,0,0,0,0,4.830057524,4.739457076,0,6.000330428,5.43485444,0,0,0,0,0,0,0,0,0,4.359467483,2.589968893,3.516157471,4.557483019,4.297128365,3.607053603,0,4.107039139,0,3.877139883,2.046578339,2.534204687,1.540057852,5.20304548,2.916669936,5.167947307,3.75984093,3.320148666,0,0,0,3.56947287,3.350101924,4.761237435,0,5.233746072,3.919655578,2.261896477,4.35225831,0,0,0,0,3.22968495,5.184805013,4.455968327,1.579080678,0,2.964422984,3.125465358,4.914852823,0,4.894453665,0,2.15235792,2.743188406,2.218301427,0,2.942230491,0,2.411109322,0,0,0,0,2.375586429,0,4.980910545,0,0,0,5.716944086,3.729332704,0,0,0,0,0,0,0,0,4.366176284,5.370510006,5.048328312,4.064763599,4.570639432,4.862690574,5.837303651,5.916832345,5.037374286,0,0,3.585512824,4.493315369,0,0,4.244379634,0,0,0,0,0,6.184244614,0,5.772582136
Ly6e,7.667234776,7.304999336,7.579937647,6.111260948,7.272346389,8.660070324,7.581519583,6.991119074,6.646808273,7.879810284,7.922687423,8.739523062,7.592631925,7.85283654,7.424861782,7.84022611,7.729190267,6.768223406,7.490613084,6.773869021,8.104264608,6.463661633,7.721453737,9.158033893,7.293506386,6.443202912,9.341598693,9.256546637,3.535842213,7.41910262,7.206603283,7.718005701,6.96852716,6.175955444,7.444993645,6.231387991,8.352320488,7.621110847,8.465751645,8.373701104,5.661008295,8.289528762,9.074813928,7.525989043,9.092310141,7.436237363,6.54162003,8.13099989,8.481948602,7.067436867,7.795038835,7.540271988,7.776326772,7.651569483,7.773260185,9.29593855,8.595759693,6.28174774,3.170895317,7.622145519,6.933513262,6.927321189,7.043002453,6.373264789,8.803227025,7.664964319,8.535897634,7.23949657,7.707125514,6.653203767,7.753850405,8.091523437,7.392224865,6.179474058,7.318791928,7.775120438,7.133350001,8.166654471,8.145063929,8.090974023,6.987745302,5.728378635,7.584269781,7.186102321,6.282577309,7.951616619,7.830345812,8.214662873,9.15717742,7.267674497,8.039169498,6.309925014,3.195857041,7.097717354,6.556915709,7.656774026,8.534380129,8.26937255,7.401716876,7.660350664,9.644363454,8.316652141,9.188917475,7.779128197,7.917098944,3.151383463,6.004169857,8.036314866,8.920252214,6.25030759,6.431533348,8.995021611,8.951743344,7.840498943,7.219520772,8.551313161,7.733198723,7.897580603,8.619704696,6.877444895,7.526526766,5.119337464,7.66827922,7.168105613,7.674570425,9.135195335,7.429377398,7.472026565,8.795538843,5.153848958,8.912877135,8.171434559,7.607774546,8.662225633,7.706046236,7.641906687,6.951150825,7.813343473,7.883369584,8.221169261,7.805785061,7.116692379,8.035592978,6.29267849,7.444793894,7.355023776,8.30270437,7.843841812,7.273568404,7.374142968,7.15710427,7.412950247,6.701641327,5.22358325,5.101961268,6.202224694,5.063391683,7.732506152,7.62979173,6.122507166,7.449751887,8.303941469,7.781052467,5.373890247,7.687824176,7.489898202,5.956955287,7.678374468,7.588043445,6.574150628,7.748723742,8.300227443,7.314957068,7.174391181,4.458454537,7.285482393,7.58230746,8.716519819,0,7.530718595,0,7.169752619,4.824420714,6.886911962,8.779223865,6.506669346,6.51469341,2.429765591,5.89618823,7.795635928,8.417184828,7.932938539,6.198463153,7.164961894,5.801650311,6.007089064,7.647634518,5.783942367,7.529705475,7.086466545,7.708956589,6.724484743,5.882752506,8.035151694,8.000932931,5.38685161,7.924983173,6.522661443,7.454421759,9.622118232,8.021009335,7.472342137,0,5.058982365,8.197860243,6.809750653,7.473753998
Mab21l2,0,0,0.96692698,0,0,1.710952058,0,0,3.891067036,3.086808311,0,0,0,0,0,0,4.986265399,0,0,0,0,6.988126397,0,0,0,0,0,0,6.731103126,6.218421286,0,2.668015194,4.372566567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.372562423,0,6.612529016,0,7.424766007,4.679549648,0,5.999358228,6.279036573,0,0,5.284807433,0,5.032676157,6.856802083,0,0,0,0,0,0,0,0,0,3.414990844,0,0,0,0,0,0,0,0,0,0,0,0,6.441911457,5.567615413,0,0,0,0,0,0,0,0,0,4.97858901,0,0,1.536092778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mamdc2,0,0,0,0,0,0,4.904583326,0,0,0,6.55380062,0,0,0,0,0,0,0,0,4.441341723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.204327945,6.166823664,4.45475089,0,0,0,0,0,0,0,0,0,0,6.154774578,0,0,0,0,0,0,0,0,0,1.970732199,0,0,0,0,0,0,0,0,0,5.407501345,0,3.85308189,0,0,0,0,0,0,0,0,0,7.515416589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.929381284,0,4.950106103,0,4.292895767,0,0,0,0,0,0,0,0,5.47061671,0,5.689524766,0,4.297128365,5.241554836,0,0,0,0,0,4.461149125,0,0,6.703302562,0,0,0,5.823996854,0,0,2.893823282,5.185795759,0,0,0,0,0,0,0,0,0,0,0,4.678199747,6.536310878,0,0,0,0,5.392560955,0,0,6.357108191,0,3.81759246,0,0,0,0,6.72445511,0,0,0,0,4.1819216,0,0,3.379323011,0,0,0,0,0.971080947,0,0,5.433008244,0,0,0,5.610794987,6.103049679,0,0,0,0,0,7.740872236,7.504509052,0,0,0,0,0,0,6.65038032,6.143423085,0,3.443991135,6.143438288,7.183396084,0,0,0,0
Matn4,0,3.376547711,0,0,0,0,6.713448902,0,5.517946815,0,0,0,6.349480175,0,0,5.174767028,5.162485462,0,6.369094659,2.400439981,0,0,5.601748193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.58635207,4.242861532,5.928675934,0,0,3.479494057,0,0,0,0,0,0,0,0,0,0,0,6.041827842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.401332379,2.452680344,0,0,5.538610905,0,5.023647671,0,0,0,7.882407911,0,0,0,6.547490764,0,0,5.056224178,0,0,0,7.760276964,0,0,2.767704562,0,0,0,0,9.382842833,0,0,7.267315897,5.876467257,0,7.16860301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.540223861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.688443694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mcm5,0,0,0,0,0,0,0,0,0,0,0,0,6.108535424,6.190648736,0,0,0,6.557900711,0,0,8.222068114,0,0,0,0,0,0,0,0,0,0,0,0,0,6.587942587,0,0,0,0,8.183122135,0,0,0,0,0,6.484419372,0,0,0,0,7.08169813,0,0,0,0,0,0,7.249882322,0,0,7.330333598,0,0,0,0,0,0,0,0,0.963270472,0,0,0,9.377894338,0,0,0,0,7.389971081,0,5.586245667,0,2.05398341,0,7.347422357,0,0,0,0,0,0,0,7.669707853,0,0,7.5830961,0,0,7.031936298,7.407170648,0,0,0,0,8.134860529,0,0,0,1.053456277,0,0,0,0,0,0.978912837,0,0,9.628795689,0,0.945207161,0,0,0,6.262865706,0,4.407663574,0,7.214107206,5.343595133,7.153036186,4.270041469,0,5.683950614,3.459727635,7.377349984,3.950635432,0,7.26379788,6.808773693,7.845788438,0,3.917161574,8.142215298,0,5.185795759,7.842896707,0,6.436033951,0,0,7.487057715,8.52197332,0,0,0,0,0,0,0,0,0,8.187316438,7.7715937,7.375588398,9.224487856,8.129897747,6.333884745,6.141739456,7.172724943,2.473512476,0,8.604323456,6.003411703,2.555569702,0,0,8.344878237,6.228140372,0,0,0,1.024250374,6.108880205,0,8.626870207,7.684056069,6.208420853,0,4.441443863,8.801682248,0,8.168227383,0,0,6.743726843,0,8.622415503,0,0,4.792178273,0.944157314,7.334415414,0,8.092220213,7.831136632,8.18864527,0,0,5.636432253,0,0,0,0,0,3.344258924,5.118514342,7.531301398
Mcm7,0,3.538458702,0,0,0,4.66548058,0,0,0,2.057872207,5.599095298,5.835129624,6.003888432,6.042595928,5.982819351,6.415393817,0,0,4.403428031,0,8.090650894,0,0,0,5.572311022,0,0,0,3.535842213,3.612085735,0,0,0,0,5.784076637,0,0,0,0,8.43217287,6.246352178,3.164052504,0,0,0,0,0,2.554234162,0,0,0,0,0,7.39153386,0,7.238906106,0,6.54663066,0,0,0,0,6.854229191,0,0,4.10755029,0,3.710859578,0,0,6.856440245,0.901046511,7.204147804,7.73810433,0,6.284217821,0,0,0,0,5.281053242,6.377830326,5.181984664,7.474478802,0,0,0,0,5.219201653,6.4604973,4.296455901,0,6.367510711,0,0,6.74650903,2.996994598,0,8.275101679,0,5.012855451,0,0,0,7.560172251,0,4.758192035,0,7.184760335,0,2.52473306,0,0,0,4.894564184,0,0,8.556723581,0,8.734462144,0,5.893633391,5.637125033,6.161195807,6.018944092,4.62712093,0,5.894078795,6.104446199,7.132027055,0,0,5.861318966,6.446913608,7.522138231,0,6.055802737,3.728333456,8.514452683,7.442661752,0,7.029659347,8.126715223,5.951557539,0,8.524759242,6.207460416,4.221401392,0,2.518130336,7.782368206,8.151089134,0,6.994043951,3.163450109,0,7.145937593,0,2.575369661,4.870414834,4.940704974,7.362868978,8.125210395,7.145423204,8.34511706,6.135940719,6.236581102,6.048346374,7.875284617,7.713161002,0,6.888166255,6.299077145,5.933849089,4.458454537,0,8.767113556,5.967684524,0,0,0,0,7.160805018,0,6.435222847,7.153295151,7.844793235,6.022162213,7.31056946,0,0,0,0,0,6.429980071,0,8.308606117,2.952701701,0,8.198093916,6.402670369,7.334415414,0,8.045698108,6.985544817,7.17478676,6.499554403,6.491375182,8.765926139,0,0,6.541017768,3.795137807,0,0,6.798083834,8.652303016
