Genes,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old
Ppp1r16b,6.224767391,7.25098383,8.477803934,7.39392231,8.291215056,8.319145089,8.862660024,9.775956966,6.519158171,11.04833874,7.211653322,7.766853937,8.191651828,8.916674739,9.607891089,7.67023443,7.15950723,8.690650929,7.607707797,7.29324567,7.385083944,9.957516223,6.720618729,7.667475415,7.453119964,8.748823313,6.793425055,8.041532957,10.24333087,7.683696669,10.08229981,11.19506811,6.647144256,7.570830721,7.640506045,7.53995561,7.749136726,8.913598468,11.66847089,8.286962107,9.081049904,7.340517065,8.571507747,7.630033791,10.46173506,6.337153832,8.001688963,8.286651174,10.29495197,10.33751842,11.13872983,11.76230616,12.09187025,11.6390904,8.554915188,11.28388272,9.95574015,7.718644769,7.80189993,7.509534442,6.942660058,9.198935515,8.91567788,9.123919106,7.778710972,12.06717348,9.182916064,11.51708269,8.445263545,7.642399565,8.793494127,6.689044806,8.013578734,9.755210063,6.415667009,8.104843195,10.37370431,7.268484927,9.417259485,6.881617226,8.678155832,9.712603404,6.679508835,10.12499134,9.188096537,7.692925602,9.792177928,11.28844734,7.713046789,7.612407197,10.47827456,8.939292919,6.738138874,7.845294566,6.860990642,10.06773901,8.557310661,11.22943763,7.637146968,7.438332153,6.740149686,7.074781893,8.221505439,8.230828495,9.892177569,7.475375866,8.483557011,6.143174641,7.443672147,10.38798476,8.801748549,10.6400992,8.269303697,10.915895,10.75318118,7.813105753,9.319157941
Prcp,0,2.332160971,8.894351022,0.932312091,12.47154225,7.803252786,0,8.951602322,6.525222944,3.141470844,0,0,6.824448546,0,3.665488336,7.256621328,6.237264568,14.19840544,0,0.912299628,1.917540518,0.920680844,9.126084526,0.861138495,6.939179354,6.615626894,4.1311038,8.353699454,0,7.71957841,0,9.333996632,1.647073097,4.147845555,2.749633059,0.823833145,1.402349634,0,11.95686954,1.527947214,2.383876994,3.602994028,9.232883379,0.938586315,0.874673917,0.830627555,0,4.235075198,11.43946275,10.98691067,8.039332208,6.589823989,2.945473227,12.2633842,10.00903636,2.798618484,2.316314654,7.019355592,2.586646489,4.889093045,2.626235026,13.0391691,6.764910789,9.135102411,7.337645608,0,7.202743778,4.928398292,0.927448759,10.08214542,7.856136068,5.062330228,0,6.290481608,1.794655644,5.478408477,6.970634796,0,4.644997406,3.873462297,9.40667805,9.607395604,4.3700392,7.207311286,0,0,4.174918814,2.749025005,5.356102634,1.039672488,1.857151074,5.435104826,8.244028758,11.72645664,6.309122452,11.0928941,6.76429214,1.976199206,0.956677078,0,10.61029768,3.665424152,1.899123267,7.081096525,10.75401523,4.607653619,7.418554006,0.848691785,6.2074664,9.185143431,12.37007633,3.010064049,11.72329207,3.983212259,9.510855914,6.218835088,0
Prnp,0,0,0,0,1.19834932,0,0,0,0,0,0,1.335280097,0,1.423328361,0,6.064891032,6.155878413,0,0,0,0,0,3.147660261,0,0,0,0,0,0,0,0,0,0,0.93012875,0,0,0,0,0,0,0,0,0,8.712979689,1.749347834,2.331866354,0,0,0,6.484128187,0,0,0,1.363025405,0,0.996888018,0,0,0.92138207,1.476588447,0,2.526131309,0,3.726391334,6.043824244,0.997286634,0,0,0,1.482622756,4.133788426,0,0,8.185658434,0,0,0,0,0,0,0,1.61978056,0,3.444571207,0,1.44630416,6.381959296,0,5.882181923,0,2.156085627,0.927811959,0,0,4.172190653,0.901730671,0,0,0,0.950397505,2.256548422,0,0,0,0.929143194,0,9.456055521,0,0,0,0,0,0,0,1.931408273,0,0
Procr,8.225059271,0,0,0,0,3.249770837,0,0,0,7.516587718,0,0,0,8.681261555,0,9.6371853,0,0,0,0,0,2.5846779,0,0,1.387835871,1.505289299,0,4.249106036,0,0,0,0,1.305274548,4.564040014,2.749633059,0,0,0,0,0,8.528526676,0,0,0,0,0,0,0,2.34298273,6.706255975,0,1.901839639,0,9.170326501,9.175506628,6.773271767,0,0,0,0,0,0,0,0,0.970300236,4.631255709,4.726491148,7.308789722,0,0,8.841572356,6.989381483,0,3.898803011,5.554301789,0.890834756,0,4.76802246,0,11.35313644,6.821921307,5.199222952,9.965250588,0,1.214996296,0,8.910013069,0,2.251533573,0,0.928575537,0,1.571834526,0,0,0,0.906810664,5.026920013,0,2.851192514,0,5.860534092,0,2.120185104,7.659089007,0.969035254,11.29426755,0,0,6.156272664,0,1.505032025,0,2.248822197,4.306491561,3.487950147,0
Pros1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.433865028,0,8.552769707,0,0,0,0,0,0,0,0,0,0,0,0,1.860257499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.824759292,1.14847603,0,0,0,0,11.1351644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.016464656,0,0,0,0,0,0,0,0,0,0.906810664,0,0,0,0,0,0,0,8.771919336,0,0,0,0,0,3.642142272,0,0,0,0,0,0
Prtn3,8.32028205,9.75533069,8.10067179,0.932312091,6.692736015,8.334813951,7.430439926,8.507843708,7.738083597,7.327287418,10.50543581,6.916201288,5.298539435,8.622584237,13.24378147,6.411189044,7.342556835,12.79254262,7.512165628,2.891921401,1.917540518,0.920680844,4.775972695,8.341418489,0,7.864511385,6.186347215,4.104593417,6.311602611,9.046201001,2.689640079,0,4.671449588,8.878045832,6.209496711,0,6.724282114,0.90111134,6.89848588,7.928162614,6.301356134,0,0,7.415645463,7.348030123,1.316513526,8.378408982,0.900995535,7.447817277,4.749229476,9.30643181,10.41896151,8.031234407,9.645879444,10.74395042,6.861224389,4.006566076,7.447879535,2.76414621,7.997953543,4.779250179,6.399995253,8.628342745,8.836121604,8.880464141,10.4891311,6.319947296,8.285647758,9.849709696,9.158955435,9.623235144,9.756971017,10.44933882,7.551673701,8.765263563,0.890834756,10.29123413,0.844816434,7.612924867,0,7.311358905,6.804477407,8.722588574,7.574652095,0,10.28219482,8.54479806,7.514759844,6.058507405,8.698235029,7.567655807,7.347216017,9.053666716,10.6465284,8.609751619,8.315387942,9.276691625,1.976199206,8.069215488,9.174039776,6.205401293,8.985233511,8.251688669,7.460073085,7.789661787,10.79275767,9.354197314,7.243818097,6.622955174,9.674162355,6.950973963,8.992082898,7.817758538,10.68589181,8.589762309,8.074553159,1.024008758
Ptger4,0,0,0,0,0,0,0,0,0,0,0,0,6.449895053,1.423328361,0,0.936556623,0,0,0,8.147508355,0,0,0,0,0,0,2.0655519,0,8.378246695,0,0,0,0,0,0,0,0.884784109,0,2.277381607,0,0.922209507,0,8.403652091,2.975248226,9.465523438,1.316513526,0,2.092046846,0,0,0,7.354693499,3.112309741,11.8399209,5.937087914,0,0,0,0,0,0,1.087945537,0,8.615912898,0.970300236,0,9.092660943,8.375633811,0,0,0.991333999,7.926045938,5.924109329,1.481910722,0,5.90566129,0,2.922584683,0,0,0,0,0,0,1.214996296,0.912516328,6.117662212,0,0.969682729,1.039672488,8.002821945,0,0,1.478644267,0,9.460825732,0,0,0,0.950397505,0,0,2.848684901,1.447251485,8.319730563,1.53588454,2.827852337,0,0,0,0,0,0,0,0,5.824032777,0
Ptprk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.019024848,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905259364,0,0,0,0,6.174169074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92138207,0,0,0,0,7.126688287,0.970300236,0,1.613166068,0,0,0,0.991333999,0.932930931,1.034251327,6.951240349,0,0.890834756,0,1.339002368,0,0,0,0,8.064548818,0,0,0,0.868444058,0,0,0,0,3.082124615,0,0,0,1.803461342,0,0,0,0,1.38359633,8.307671025,0,0,1.472657121,7.91694535,0,0,0,0.950668018,0,0,1.488135358,0,5.557518667,0,1.024008758
Rab34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.297246184,0,0,0,0,1.856769884,0.998810061,1.14847603,0,0.981824409,0,0,8.236383356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.805917041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998810061,0,0,0,0,9.136323638,0,0,0,0,0,0,0,0,0,0.970300236,8.861586228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.374512502,0,0,0,0,0,0,0,3.232670641,0,0,0,0,0,0,0,4.071969545,0,0,1.093962615,0,0.971082315,0,0,0,0.938908874,10.70790241,0,7.186653874,0
Rassf4,0,0,8.503678317,2.617330937,0,0,0,0,0,8.234348867,0,0,0,0,0,0,0,0,8.370591341,0,0,9.023500794,0,0,0,0,0,0,0,0,0,0,4.761161025,0,0,0,0,0,7.731413532,0,0,0,0,0,0,0,0,0,0,0,0,1.901839639,0,0,0,0,0,0,0,0,0.875411675,0,0,0,8.517370309,0,4.784081551,0,0,0,0,7.763784124,0,0,0,0,0,1.339002368,0,0,0,0,4.973757571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.126260406,0,0.929143194,0,0,5.638586171,0,0,9.078987988,0,0,0,0,0,0
Rbpjl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.874673917,0,0,0,0,3.995240244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.624966481,0,0,0,0,0,0,0,0,0,0,0,0,0,0.927811959,0,0,0,7.500066057,0,0,0,5.279067384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rdh10,0,0,0,4.702949629,0,0,0,7.238888954,0,0,0,0,0,0.898020212,0,0,0,0,0,0,0,0,0.8506179,6.874463075,0,0,0,0,0,0,0,0,0,0,0,0.823833145,0,0,0,0,0,0,0,0,0,0.830627555,0,0,0,0,0,11.25976216,0.981824409,1.363025405,0,0,0,0,0,0.931623585,0,0,0,0,0,0,0,7.936387742,0,8.268463563,0,0,0,0,0,0,0,0,0,0,0,0,0,5.881516824,0,0,5.55137008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.010039162,0,0,0,0,0,0,0,0,0,0,0,3.676778398,0,0
Rfc2,1.019029626,9.400998539,1.814110411,0,2.39669864,9.459745036,2.854371651,9.55787138,9.346387161,11.29653095,1.395658723,0,0.883089906,0,1.748882394,2.174617135,7.434841547,1.016361629,3.973589497,8.718396923,0.82583975,7.851084729,5.248248646,2.583415486,9.39885941,0.949731807,0.889584783,9.302390703,0,7.87301129,7.648259683,1.523460976,6.122688071,0,1.552374178,5.294169906,8.434938655,9.762352577,3.258196479,10.79738175,1.461667487,0,6.638122857,9.688020455,2.260999276,10.52349294,2.379723555,9.507042029,1.171491365,1.997620122,9.789106594,2.399854429,6.259169321,1.363025405,1.222130741,0,9.157423276,1.780656925,2.3817381,7.777872054,10.90061198,2.526131309,10.15953958,0.877225735,6.701757574,3.690399071,10.0616071,6.750763875,0,0,10.74292729,0,0,0,10.91054187,0,0,8.884668275,0,8.102400471,5.887703283,1.61978056,9.756117979,1.5781541,1.925723568,4.338912481,0,4.705769848,0,1.039672488,3.436137798,8.358127811,0,0,0,1.803461342,0,0,0,8.215099354,6.993417589,1.525878188,3.615318159,0,8.08717277,0,1.733889722,9.365143232,0,2.207382779,8.566983382,8.248435827,0.938908874,9.069732124,0,7.555970755,1.024008758
Rgn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.603497496,0,0,0,0,0,0.848691785,0,0.950668018,0,0,0,0,0,0,0
Rhoj,0,0,2.875296973,0,0,0,0,0,0,0,0,0,0,0,0,0,3.703725888,0,0,0,0,0,0,0,0,0,5.671138068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.963093289,0,0,0,7.933063398,6.698934365,7.808879896,6.769500375,7.769844154,0,0,6.32288073,0,0,0,0,0,0,0,0,0,0,0,0,0.93543081,6.994141348,0,0,0.934981567,1.422230948,0,0,0,0,0,0,9.451083671,0,3.890108069,1.214996296,7.253014876,0,0,0,0,0,0,0,7.24091152,0,0,0,0,0,4.83511199,6.781252754,9.149541639,0,0,0,0,0,2.382579061,0,0,0,0,3.668214252,0,0,0,1.024008758
Rnase6,0,11.741955,4.31294546,0,1.899338735,0,0,0,0,0,0,0,2.050471263,0,0,0,1.776399281,13.16466919,0,0.912299628,0,1.459244613,7.438512191,0.861138495,0,0,0,10.07034533,0,1.434802145,10.05671153,0.961196858,0,4.372014117,1.552374178,0,0,0.90111134,0,10.05322452,3.511178907,3.926541346,7.00764202,0,0,0,0,0.900995535,1.171491365,0,10.12976412,1.199927215,0,0,0,0.996888018,0,0,9.179633745,0,0.875411675,0,8.952320822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.261603751,0,0,0,0,0,5.301557494,0,1.096394072,0,4.561201468,0,0,0,0
Rorb,0,1.00440706,1.437648487,1.864624182,0,1.707101599,2.854371651,0.886585606,0,2.444539465,2.925165687,1.956149985,0.883089906,0.898020212,1.748882394,2.809669868,2.493491633,1.016361629,2.714004327,0,0.82583975,2.379925457,2.387986347,0.861138495,0,2.666234262,0,2.801820893,1.366259451,3.245320873,0.958069127,1.922393716,0.823536549,1.474219189,2.531813235,1.305744642,0.884784109,1.428227683,2.942444615,2.491974572,1.461667487,1.592934493,0.939433777,4.056502564,0.874673917,0,1.62441404,0.900995535,1.171491365,0,0,1.901839639,9.441762384,1.363025405,1.222130741,0,1.158157327,9.329043864,0.92138207,0,0,6.81792245,7.448310719,8.686618286,1.940600472,7.798959956,0,2.050357576,2.15346933,10.40584581,0,1.478660541,0,1.481910722,0,8.602278891,0,1.689632868,1.472429341,5.859773774,6.012078983,1.61978056,0.941036721,1.991408755,9.330539878,1.44630416,7.10379344,1.374512502,6.673980098,8.656759658,0.928575537,2.783435878,1.98343434,2.166174697,2.086095327,2.531478037,1.437260898,7.013562682,10.09273717,7.237001235,5.217879011,0.962721949,3.010039162,1.447251485,1.472657121,7.779323928,1.093962615,1.697383571,5.096169598,0.950668018,1.096394072,0.949569484,2.180078894,0,1.530604843,8.606510196,1.623015482
Rorc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.010578599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.363025405,0,0,0,0,0,0,0,0,0,6.773146909,0,0,0,4.35488518,3.531126597,0,0,0,1.639249569,3.971733922,0,0,0,0,0,0,0,0,0,0,0,0,0,4.817055178,0,5.806531856,0,0,0,5.756050522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.011340278,0,0,0,0,0
Runx1t1,0,1.00440706,0,1.477679703,0,0,0,0.886585606,0,0,8.692830682,0.842467943,5.448598489,5.660922523,0,0,0,11.10205091,0,0.912299628,0,0,2.942654457,0,0.875626944,1.505289299,0,0,0,1.434802145,0.958069127,3.55685103,2.735729198,0.93012875,0,0.823833145,1.769568219,0,9.281965445,0,7.827566776,0,1.878867554,0.938586315,5.448185242,0,0,0,0,0,10.35558818,10.14083821,1.55615487,7.30247949,11.07665375,0.996888018,0,0,7.485419711,0,0,0,4.139256842,6.987790972,0,1.580661918,8.851725452,4.274918659,1.469971504,0.93543081,2.301806263,2.166198539,0,3.105941535,8.040059017,0,6.102052314,0,1.472429341,10.48474283,6.780808092,1.02196775,0,7.632408529,2.429992592,0.912516328,3.47377623,9.431010398,1.536910764,0,7.219477068,0,2.784102078,6.237974503,0,1.803461342,2.545739381,9.874018401,5.056423152,1.506344406,0,8.167555661,6.451716629,7.38961003,8.811822886,8.441078527,12.05957514,0.848691785,2.254783309,0,0,0,1.877817749,5.402061093,0,0,0
S100a6,8.175030471,0,7.991674864,0,0,0,0,0,0,0,0,1.956149985,0,7.547986917,0,0,0,0,0,0,0,0,7.821224763,0,0,6.087202434,0,0,0,8.508300736,0,4.40705155,0,4.518547788,0,0,0,0.90111134,0,7.684786079,0,1.592934493,0,0,6.465867236,0,1.02489115,0,4.576888597,4.801634463,5.890858594,0,7.32385204,5.452101619,7.00026767,1.580030126,6.633833042,7.986209954,0.92138207,0,0,6.527673223,4.063249794,0,8.358854993,0,8.446888025,9.093709752,8.635116269,7.467538149,0.991333999,7.821417049,6.825968613,8.344535178,0,1.411939683,0.898098149,0,7.527950171,10.58116091,7.092238782,8.576677752,8.157739098,0,0,7.399160959,6.358684944,0,0.969682729,8.27579501,0,6.750875242,0.99171717,0,2.322413947,7.063157168,7.598509662,0.988099603,8.041006176,9.791602325,0,7.510097557,5.018815165,0,0,8.397015993,0,7.289171557,0,8.789451263,7.6372446,7.479300136,7.813532141,0,4.912983911,7.080315097,6.436306922
Satb1,8.826608494,8.372124921,0.907055205,0,2.39669864,0.853550799,1.229310958,0,0,0,0,0.842467943,4.667485348,6.158605546,0,0,0,8.520875349,0,0,0,8.596969615,0,1.722276991,0,0,0,0,0.862013739,0,9.216835608,0,0.823536549,0,0,0,0,0,0,0,0.922209507,12.31844723,0,9.535916199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.900243954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.219648186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sbspon,0,0,0,5.390031563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01372109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.593388554,0,1.199927215,0,0,8.51309911,0,0,0,0,0,0,0,0,5.889908958,0,9.852776326,1.01779447,0,0.927448759,9.507391053,0,0,0,0,0,7.997272974,7.921386401,0,0,0,0,0,0,0,0,0,5.692293738,0,0,0,0,0,0,0,5.788548898,6.456275585,0,0,0,0,0,0,0.949561634,0,8.712771347,0,8.077496456,0,0,0,0,0,0,0,4.306491561,0,0
Sdpr,0,1.591947526,0,0,0,0,0,0.886585606,0,0,0,3.756928181,9.918707907,0,0,9.868701679,7.211240543,1.016361629,0,0,0,0,0,0,0,5.915707229,0,5.242036885,0,5.471744375,0,0,0,0,0,0,0,0.90111134,0,0,0.922209507,0,0,0.938586315,0,0,0,0,10.62713983,7.285940595,6.481833549,9.544456624,10.18433211,9.278597698,0,0.996888018,10.13566487,2.90412636,6.549666979,3.547021642,8.044879712,2.526131309,1.544415919,9.706867799,7.826528244,10.84317334,0,3.249739871,10.13495411,10.54640069,11.24928287,10.5963244,7.239759286,6.435144382,11.22603492,6.872118027,9.178902859,5.340868748,7.580516239,8.216865498,1.852191938,12.5816296,10.88631855,2.795295585,2.429992592,0.912516328,6.907774518,10.3330511,0.969682729,6.814625697,8.267926865,8.604338466,1.571834526,1.865841326,9.863628693,7.964887839,10.1124359,12.99325991,10.58538578,7.608525595,9.879559013,8.220835615,0.949561634,10.01892616,2.787429583,9.022312024,1.093962615,9.248270027,2.254783309,10.32970511,8.356772435,9.438321109,2.427044232,2.837697669,9.847494343,9.00458804,2.377674705
Sell,7.706149068,0,0,0,1.899338735,0,3.896823541,0,5.977887476,0,0,10.4205298,0,7.209221844,0,0,0.888199641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958069127,0,5.657996449,8.726042814,1.552374178,8.847091985,7.851082345,0,0,0,1.844419015,1.005029767,1.878867554,0,0.874673917,0,0,5.208979287,0,0,0,0,1.55615487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.718588657,0,0,0,0
Selp,0,0,4.103120419,0.932312091,0,0,0,0,0,0,0,1.956149985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.866702035,0,0,0,1.474219189,0,0.823833145,0,0,0,0,0,0,0,0,0,0.830627555,10.9425974,0,1.171491365,1.997620122,7.757826379,8.730819691,2.756329587,4.320688308,8.426368743,10.20535195,2.316314654,10.19452058,0.92138207,10.75150671,1.75082335,8.500968376,8.687792954,9.6232592,9.005134067,9.948779843,7.433747654,0,5.758949817,4.344006159,0,9.010444229,1.034251327,6.352653592,10.20616416,0,0,0.844816434,5.906162515,9.554118208,0,8.38480711,6.988387832,0.995704378,1.925723568,0,6.088858646,8.380438922,9.618150377,9.156764601,8.126469723,0.927811959,10.00127763,0,6.694409147,0.901730671,4.613365558,9.983054671,0.956677078,0.950397505,9.556762563,9.602587856,7.33813677,6.155728041,10.53944381,0.969035254,10.44815993,0,0,8.139850032,10.58332201,12.05417487,2.180078894,2.248822197,8.36471494,7.973083927,0
Sema7a,0,0,0,0.932312091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.377733839,0,0,0,0,0,0,2.001533918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.877225735,0,0,0,0,2.939943008,0,0,0,0,0,0,0,0.898098149,0,0,0,0,2.0439355,0,3.569562856,0,0,0,0,0,6.49579834,3.872090347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18792523,0,0,0,0,0,0,0,0,0,0
Serpinb6a,0,2.596354586,5.313512155,0.932312091,0,0,0,0,0,0,1.395658723,0,1.766179812,6.698720362,0,8.39696465,5.515234248,11.67835034,0,0,0,0,0,0,9.072236869,0,0,0,0.862013739,0.905259364,0,4.669476069,9.434303684,0,0,3.499583485,0,0,0,0,0,0,0,0.938586315,7.302414757,0,1.02489115,0.900995535,0,0,0,0,1.55615487,9.075311402,1.222130741,0,0,0,0.92138207,0.931623585,0,0,5.992424014,6.673345924,1.537889488,0,0,7.760455398,0.927448759,0,0,0,0,0,8.41637716,0,4.06260262,5.087795299,0,0,0.926095969,3.39490338,8.772276645,5.782408718,0,0,8.282540645,0,0,1.647841906,0.928575537,0.927811959,0,0,0.898432355,0,0,0,0,8.228742588,0,0,0.949561634,9.67638018,0.929143194,9.865895465,2.18792523,0,0.971082315,0,0,7.278769074,0,0,0,5.490302543,0
Serpinb8,0,0,1.437648487,1.477679703,0,0,1.229310958,2.659756817,0.851263795,0,0.880562614,1.335280097,0,1.423328361,2.562066398,0,0,1.016361629,1.433865028,0.912299628,0,0.920680844,3.736183821,0,2.033142802,1.505289299,2.0655519,0.883876083,0.862013739,3.446643695,0,1.523460976,1.305274548,0.93012875,2.274187065,0,0,4.948771103,1.961629744,0,0,0,0,0.938586315,2.772650718,3.162493908,0,1.428044136,0,0,1.14847603,1.199927215,2.537979279,3.164846981,0,2.314702297,1.158157327,0,0.92138207,3.639751423,2.626235026,1.724352879,4.467669785,2.631677204,1.940600472,1.580661918,3.053383409,1.025178788,2.397420263,0.93543081,2.562561212,0.932930931,2.673500896,7.098807376,0,0,0.898098149,2.806419447,10.73821116,0,0,3.39490338,3.255452186,2.311953969,1.925723568,0,7.745533778,0.867220834,1.939365459,2.079344975,1.471757405,4.46032139,4.212742651,2.619039415,2.695297065,2.531478037,10.0944866,2.964298809,3.42965145,2.45674191,0,1.525878188,1.899123267,0.913114023,1.472657121,0,3.78448886,1.697383571,2.510211369,1.506773159,0,0,0.938908874,0,0,3.303637239,1.623015482
Sfrp1,1.019029626,0,4.652542861,0.932312091,1.19834932,1.707101599,1.94841177,2.291790545,1.70252759,1.891353909,0.880562614,2.365106526,2.282754291,2.846656721,3.097697009,0,1.407763124,1.016361629,2.100574299,1.4459607,2.856936143,0.920680844,1.701235799,1.999501666,0.875626944,0.949731807,2.0655519,1.767752165,0.862013739,6.274114873,0.958069127,2.484657834,1.912192649,0,1.958878115,0.823833145,0.884784109,2.092315737,0,2.238402209,2.923334974,0,2.818301331,2.179329934,1.749347834,0,1.62441404,1.80199107,1.856769884,0,10.94207896,3.101766854,1.963648818,8.641376617,0,0.996888018,0,1.123469435,1.84276414,6.949382428,2.457591275,1.724352879,2.735537043,0,6.080664458,2.799737541,3.976411642,2.878040716,1.469971504,0.93543081,9.950561558,8.868265621,10.37850414,2.416892289,2.31955877,2.068454249,9.899790906,1.339002368,6.952460975,0,0.926095969,1.61978056,2.1850196,1.991408755,1.925723568,1.44630416,7.26568281,0.867220834,1.939365459,2.687514394,1.857151074,1.470547163,1.571834526,2.166174697,2.847963184,1.803461342,1.813621328,0,2.221335385,1.506344406,2.026931987,0,1.505019581,1.447251485,2.157403687,5.835886725,0,0.848691785,2.913246945,1.506773159,0,2.848708453,1.877817749,8.544829552,0.965704137,0.89276883,0
Slamf1,0,0,0,0,1.19834932,0,1.94841177,0,0,0,0,0,7.513147568,7.940609328,0,0,5.821783463,1.016361629,0,0,0,0,0,0,7.924291229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964027359,0,0,0,2.634944911,0,0,0,0,0,10.86050538,8.279884378,0,0.981824409,0,0,8.497036786,9.238945192,0,1.46035603,0,0.875411675,11.6062014,4.211364337,0,0,9.71671466,0,7.068420918,0,0,0,0,0,8.219575251,0.897327822,9.126035362,0,0,0,0,0,1.02196775,10.07358,0.995704378,1.214996296,0,0.868444058,0,0,1.039672488,0.928575537,9.834725904,0,0,0,0,0,0,0,0,0.872952092,10.17125567,0,8.096836563,0,1.53588454,0,0,7.358307127,0.950668018,10.22790389,0,0,0,0,0,0
Slc14a1,0,7.867410031,5.782512701,4.157582017,0,0,0,0,0.851263795,7.255635832,0,0,0,0,0,0,1.407763124,0,0,0,0,0,0,6.660656204,7.302597371,0,6.266585813,0,0,0,0,0,0,0,0,3.218625968,4.941486071,1.80222268,0,8.612322207,5.09388135,0,0,7.810847825,9.11682762,0,0,0.900995535,1.856769884,0.998810061,9.820327719,0,1.963648818,1.363025405,1.222130741,4.509484713,7.279484632,7.040543133,4.167928879,0.931623585,10.31640693,1.724352879,9.37590006,4.760059086,4.851501179,0,0,5.843969881,0,6.970092449,0,7.685862602,1.034251327,5.009212367,0,2.823879367,0,0,6.523776056,1.823695101,0,6.760020135,11.47889583,2.311953969,1.214996296,7.711868127,8.598348944,0.867220834,0.969682729,1.647841906,6.259961326,0.927811959,0,1.478644267,9.375743809,0.901730671,10.41866169,0,0,0,8.965475787,10.32554551,0.949561634,5.805169887,0,9.936339704,0,0,1.539129054,11.50152499,5.213230473,1.899138969,0,0,1.931408273,9.50812572,3.072026275
